Time,Ia,Vt,Torque,Vel,TorqueRef
0.0001,0,0,0,0,-20
0.0002,-4.06806e-025,9.97569e-022,1.132e-009,2.29018e-011,-20
0.0003,-1.20753e-024,4.32788e-020,2.24848e-008,5.00699e-010,-20
0.0004,-1.9827e-024,5.40646e-019,1.70514e-007,4.40529e-009,-20
0.0005,-3.54631e-024,3.73015e-018,7.76765e-007,2.35698e-008,-20
0.0006,-7.09343e-024,1.76915e-017,2.5944e-006,9.17719e-008,-20
0.0007,-1.58149e-023,6.51699e-017,7.04879e-006,2.86863e-007,-20
0.0008,-3.8088e-023,1.99566e-016,1.65365e-005,7.64015e-007,-20
0.0009,-9.05649e-023,5.31715e-016,3.47668e-005,1.80192e-006,-20
0.001,-2.04009e-022,1.2698e-015,6.71406e-005,3.86359e-006,-20
0.0011,-4.33415e-022,2.77764e-015,0.000121161,7.67305e-006,-20
0.0012,-8.67805e-022,5.65242e-015,0.000206869,1.43093e-005,-20
0.0013,-1.64621e-021,1.08293e-014,0.000337306,2.53182e-005,-20
0.0014,-2.98044e-021,1.97107e-014,0.000528984,4.28436e-005,-20
0.0015,-5.17632e-021,3.43318e-014,0.000802375,6.97774e-005,-20
0.0016,-8.66232e-021,5.75537e-014,0.00118241,0.00010993,-20
0.0017,-1.40287e-020,9.33012e-014,0.00169896,0.00016822,-20
0.0018,-2.20634e-020,1.46829e-013,0.00238735,0.000250886,-20
0.0019,-3.38006e-020,2.25042e-013,0.00328886,0.000365716,-20
0.002,-5.05767e-020,3.36835e-013,0.00445116,0.000522295,-20
0.0021,-7.4088e-020,4.935e-013,0.00592883,0.00073228,-20
0.0022,-1.06446e-019,7.09142e-013,0.00778378,0.00100968,-20
0.0023,-1.50262e-019,1.00116e-012,0.0100857,0.00137117,-20
0.0024,-2.08716e-019,1.39075e-012,0.0129125,0.00183642,-20
0.0025,-2.85636e-019,1.90344e-012,0.0163505,0.00242839,-20
0.0026,-3.85575e-019,2.56962e-012,0.0204953,0.00317375,-20
0.0027,-5.13923e-019,3.42519e-012,0.0254513,0.00410321,-20
0.0028,-6.76986e-019,4.5121e-012,0.0313328,0.0052519,-20
0.0029,-8.8205e-019,5.87898e-012,0.0382637,0.00665977,-20
0.003,-1.1375e-018,7.58175e-012,0.0463781,0.00837198,-20
0.0031,-1.45295e-018,9.68422e-012,0.0558202,0.0104393,-20
0.0032,-1.83922e-018,1.22586e-011,0.0667446,0.0129187,-20
0.0033,-2.30849e-018,1.53862e-011,0.0793163,0.0158733,-20
0.0034,-2.87436e-018,1.91579e-011,0.0937109,0.0193734,-20
0.0035,-3.55198e-018,2.36743e-011,0.110115,0.0234964,-20
0.0036,-4.35806e-018,2.90467e-011,0.128724,0.0283277,-20
0.0037,-5.31089e-018,3.5397e-011,0.149746,0.0339607,-20
0.0038,-6.43037e-018,4.28581e-011,0.173398,0.0404973,-20
0.0039,-7.73812e-018,5.15739e-011,0.199908,0.0480485,-20
0.004,-9.25745e-018,6.16998e-011,0.229513,0.0567348,-20
0.0041,-1.10133e-017,7.34019e-011,0.26246,0.0666863,-20
0.0042,-1.30323e-017,8.68575e-011,0.299006,0.0780435,-20
0.0043,-0.000409811,-0.0683331,0.339416,0.0909592,-20
0.0044,-0.00203789,-0.272564,0.38396,0.1056,-20
0.0045,-0.00566959,-0.611045,0.43292,0.12214,-20
0.0046,-0.0120664,-1.08191,0.486587,0.140764,-20
0.0047,-0.0219655,-1.6831,0.545258,0.16167,-20
0.0048,-0.0360788,-2.41231,0.609238,0.185068,-20
0.0049,-0.0550924,-3.26706,0.678838,0.21118,-20
0.005,-0.0796654,-4.24467,0.754374,0.240243,-20
0.0051,-0.11043,-5.34227,0.836167,0.272507,-20
0.0052,-0.147988,-6.55678,0.924543,0.308236,-20
0.0053,-0.192916,-7.88497,1.01983,0.347708,-20
0.0054,-0.245758,-9.3234,1.12236,0.391216,-20
0.0055,-0.307028,-10.8685,1.23247,0.439067,-20
0.0056,-0.377213,-12.5165,1.35048,0.491583,-20
0.0057,-0.456764,-14.2634,1.47675,0.5491,-20
0.0058,-0.546104,-16.1053,1.61159,0.611971,-20
0.0059,-0.645623,-18.0379,1.75535,0.68056,-20
0.006,-0.755678,-20.0569,1.90834,0.755248,-20
0.0061,-0.876596,-22.1578,2.07092,0.836432,-20
0.0062,-1.00867,-24.336,2.24338,0.924521,-20
0.0063,-1.15216,-26.5867,2.42606,1.01994,-20
0.0064,-1.30729,-28.9053,2.61926,1.12312,-20
0.0065,-1.47425,-31.2866,2.8233,1.23452,-20
0.0066,-1.65322,-33.7259,3.03846,1.35461,-20
0.0067,-1.84431,-36.2179,3.26504,1.48385,-20
0.0068,-2.04761,-38.7575,3.50332,1.62275,-20
0.0069,-2.2632,-41.3394,3.75357,1.77179,-20
0.007,-2.4911,-43.9585,4.01604,1.93151,-20
0.0071,-2.73131,-46.6092,4.29098,2.10241,-20
0.0072,-2.98379,-49.2864,4.57863,2.28504,-20
0.0073,-3.24848,-51.9844,4.87919,2.47995,-20
0.0074,-3.52527,-54.6979,5.19288,2.68767,-20
0.0075,-3.81403,-57.4215,5.51989,2.90879,-20
0.0076,-4.11461,-60.1496,5.86038,3.14385,-20
0.0077,-4.42682,-62.8769,6.21452,3.39345,-20
0.0078,-4.75042,-65.5977,6.58243,3.65817,-20
0.0079,-5.08518,-68.3068,6.96424,3.93858,-20
0.008,-5.4308,-70.9986,7.36005,4.23528,-20
0.0081,-5.787,-73.6678,7.76994,4.54887,-20
0.0082,-6.15342,-76.3091,8.19397,4.87994,-20
0.0083,-6.52972,-78.9171,8.63217,5.22909,-20
0.0084,-6.9155,-81.4866,9.08457,5.59692,-20
0.0085,-7.31035,-84.0125,9.55116,5.98403,-20
0.0086,-7.71384,-86.4896,10.0319,6.39101,-20
0.0087,-8.12551,-88.913,10.5268,6.81845,-20
0.0088,-8.54487,-91.2776,11.0357,7.26695,-20
0.0089,-8.97143,-93.5787,11.5586,7.73708,-20
0.009,-9.40466,-95.8116,12.0953,8.22944,-20
0.0091,-9.84401,-97.9716,12.6458,8.74459,-20
0.0092,-10.2889,-100.054,13.2097,9.28309,-20
0.0093,-10.7388,-102.055,13.7871,9.84551,-20
0.0094,-11.1931,-103.97,14.3775,10.4324,-20
0.0095,-11.6512,-105.794,14.9809,11.0443,-20
0.0096,-12.1125,-107.525,15.5969,11.6816,-20
0.0097,-12.5762,-109.158,16.2253,12.3451,-20
0.0098,-13.0419,-110.689,16.8657,13.035,-20
0.0099,-13.5087,-112.115,17.5179,13.7519,-20
0.01,-13.9761,-113.432,18.1815,14.4964,-20
0.0101,-14.4433,-114.638,18.8562,15.2687,-20
0.0102,-14.9097,-115.729,19.5414,16.0694,-20
0.0103,-15.3746,-116.703,20.2369,16.8989,-20
0.0104,-15.8373,-117.557,20.9422,17.7575,-20
0.0105,-16.297,-118.288,21.6568,18.6457,-20
0.0106,-16.7532,-118.894,22.3802,19.5637,-20
0.0107,-17.205,-119.374,23.112,20.512,-20
0.0108,-17.6517,-119.724,23.8517,21.4909,-20
0.0109,-18.0928,-119.945,24.5987,22.5005,-20
0.011,-18.5274,-120.033,25.3525,23.5413,-20
0.0111,-18.9548,-119.988,26.1125,24.6133,-20
0.0112,-19.3745,-119.809,26.8781,25.717,-20
0.0113,-19.7856,-119.495,27.6488,26.8523,-20
0.0114,-20.188,-119.124,28.4238,28.0196,-20
0.0115,-20.5819,-118.77,29.2027,29.2189,-20
0.0116,-20.9675,-118.427,29.9846,30.4503,-20
0.0117,-21.345,-118.09,30.7691,31.714,-20
0.0118,-21.7145,-117.754,31.5554,33.01,-20
0.0119,-22.0762,-117.413,32.3429,34.3383,-20
0.012,-22.4301,-117.061,33.1308,35.6989,-20
0.0121,-22.7762,-116.693,33.9185,37.0919,-20
0.0122,-23.1146,-116.305,34.7054,38.5171,-20
0.0123,-23.4452,-115.891,35.4907,39.9745,-20
0.0124,-23.768,-115.446,36.2737,41.4639,-20
0.0125,-24.0828,-114.965,37.0537,42.9853,-20
0.0126,-24.3896,-114.445,37.83,44.5385,-20
0.0127,-24.6882,-113.88,38.6019,46.1232,-20
0.0128,-24.9785,-113.267,39.3686,47.7392,-20
0.0129,-25.2603,-112.601,40.1294,49.3864,-20
0.013,-25.5333,-111.878,40.8837,51.0643,-20
0.0131,-25.7974,-111.095,41.6306,52.7727,-20
0.0132,-26.0523,-110.249,42.3695,54.5113,-20
0.0133,-26.2978,-109.335,43.0997,56.2797,-20
0.0134,-26.5335,-108.351,43.8205,58.0775,-20
0.0135,-26.7593,-107.294,44.5312,59.9044,-20
0.0136,-26.9748,-106.16,45.2311,61.7598,-20
0.0137,-27.1797,-104.948,45.9196,63.6433,-20
0.0138,-27.3737,-103.656,46.5959,65.5544,-20
0.0139,-27.5564,-102.28,47.2594,67.4926,-20
0.014,-27.7276,-100.819,47.9095,69.4573,-20
0.0141,-27.8873,-99.3502,48.5455,71.448,-20
0.0142,-28.0362,-97.9468,49.1668,73.4641,-20
0.0143,-28.1747,-96.6024,49.7727,75.5049,-20
0.0144,-28.3034,-95.3105,50.3626,77.5698,-20
0.0145,-28.4227,-94.0645,50.936,79.6581,-20
0.0146,-28.533,-92.8581,51.4923,81.7692,-20
0.0147,-28.6346,-91.685,52.0309,83.9023,-20
0.0148,-28.7278,-90.539,52.5512,86.0567,-20
0.0149,-28.813,-89.4141,53.0529,88.2316,-20
0.015,-28.8902,-88.3044,53.5353,90.4263,-20
0.0151,-28.9598,-87.2041,53.9979,92.64,-20
0.0152,-29.0218,-86.1076,54.4403,94.8718,-20
0.0153,-29.0764,-85.0095,54.8621,97.121,-20
0.0154,-29.1236,-83.9044,55.2628,99.3866,-20
0.0155,-29.1636,-82.7873,55.642,101.668,-20
0.0156,-29.1962,-81.6531,55.9992,103.964,-20
0.0157,-29.2215,-80.4971,56.3343,106.274,-20
0.0158,-29.2394,-79.3147,56.6467,108.597,-20
0.0159,-29.25,-78.1014,56.9362,110.931,-20
0.016,-29.253,-76.8532,57.2025,113.277,-20
0.0161,-29.2484,-75.5658,57.4452,115.633,-20
0.0162,-29.236,-74.2355,57.6642,117.998,-20
0.0163,-29.2157,-72.8588,57.8592,120.372,-20
0.0164,-29.1873,-71.4321,58.0299,122.752,-20
0.0165,-29.1505,-69.9523,58.1763,125.139,-20
0.0166,-29.1053,-68.4164,58.2982,127.531,-20
0.0167,-29.0514,-66.8216,58.3953,129.927,-20
0.0168,-28.9884,-65.1654,58.4676,132.327,-20
0.0169,-28.9168,-63.5237,58.5151,134.728,-20
0.017,-28.8371,-61.97,58.5376,137.131,-20
0.0171,-28.7499,-60.4969,58.535,139.534,-20
0.0172,-28.6558,-59.0972,58.5075,141.936,-20
0.0173,-28.5554,-57.7639,58.455,144.336,-20
0.0174,-28.449,-56.4898,58.3775,146.734,-20
0.0175,-28.3371,-55.2682,58.2751,149.127,-20
0.0176,-28.2201,-54.0923,58.1479,151.516,-20
0.0177,-28.0982,-52.9555,57.996,153.898,-20
0.0178,-27.9718,-51.8513,57.8195,156.274,-20
0.0179,-27.8411,-50.7734,57.6187,158.642,-20
0.018,-27.7062,-49.7157,57.3936,161.001,-20
0.0181,-27.5674,-48.6721,57.1446,163.35,-20
0.0182,-27.4247,-47.6369,56.8718,165.688,-20
0.0183,-27.2782,-46.6044,56.5755,168.015,-20
0.0184,-27.128,-45.5691,56.256,170.328,-20
0.0185,-26.974,-44.5258,55.9136,172.628,-20
0.0186,-26.8163,-43.4694,55.5486,174.914,-20
0.0187,-26.6548,-42.395,55.1614,177.183,-20
0.0188,-26.4895,-41.2979,54.7523,179.437,-20
0.0189,-26.3202,-40.1736,54.3218,181.673,-20
0.019,-26.1467,-39.018,53.8703,183.891,-20
0.0191,-25.969,-37.8269,53.3982,186.09,-20
0.0192,-25.787,-36.5965,52.9059,188.269,-20
0.0193,-25.6002,-35.3232,52.3941,190.428,-20
0.0194,-25.4087,-34.0036,51.8631,192.565,-20
0.0195,-25.2122,-32.6346,51.3134,194.68,-20
0.0196,-25.0104,-31.2132,50.7458,196.772,-20
0.0197,-24.8035,-29.815,50.1606,198.841,-20
0.0198,-24.5922,-28.5129,49.5584,200.885,-20
0.0199,-24.3772,-27.2992,48.94,202.904,-20
0.02,-24.1589,-26.1664,48.3058,204.897,-20
0.0201,-23.9379,-25.1069,47.6565,206.864,-20
0.0202,-23.7145,-24.1134,46.9928,208.804,-20
0.0203,-23.4893,-23.1786,46.3153,210.716,-20
0.0204,-23.2625,-22.2955,45.6246,212.6,-20
0.0205,-23.0344,-21.457,44.9216,214.456,-20
0.0206,-22.8054,-20.6564,44.2068,216.283,-20
0.0207,-22.5755,-19.8871,43.4811,218.08,-20
0.0208,-22.345,-19.1426,42.745,219.847,-20
0.0209,-22.114,-18.4166,41.9994,221.584,-20
0.021,-21.8825,-17.7029,41.245,223.29,-20
0.0211,-21.6506,-16.9957,40.4826,224.965,-20
0.0212,-21.4184,-16.2891,39.7129,226.609,-20
0.0213,-21.1857,-15.5778,38.9367,228.221,-20
0.0214,-20.9525,-14.8562,38.1548,229.801,-20
0.0215,-20.7188,-14.1194,37.3679,231.349,-20
0.0216,-20.4844,-13.3623,36.5769,232.864,-20
0.0217,-20.2493,-12.5802,35.7826,234.347,-20
0.0218,-20.0131,-11.7688,34.9857,235.798,-20
0.0219,-19.7758,-10.9236,34.1871,237.216,-20
0.022,-19.5372,-10.0407,33.3876,238.601,-20
0.0221,-19.2969,-9.11625,32.5879,239.953,-20
0.0222,-19.0548,-8.14666,31.7889,241.273,-20
0.0223,-18.8108,-7.16736,30.9914,242.559,-20
0.0224,-18.5648,-6.21534,30.1962,243.814,-20
0.0225,-18.3174,-5.32459,29.4041,245.035,-20
0.0226,-18.0691,-4.52534,28.6159,246.225,-20
0.0227,-17.8205,-3.80972,27.8324,247.382,-20
0.0228,-17.5719,-3.17002,27.0543,248.507,-20
0.0229,-17.3238,-2.59863,26.2825,249.601,-20
0.023,-17.0766,-2.08808,25.5177,250.663,-20
0.0231,-16.8306,-1.63103,24.7607,251.694,-20
0.0232,-16.586,-1.22029,24.0123,252.694,-20
0.0233,-16.3431,-0.848842,23.2732,253.663,-20
0.0234,-16.1021,-0.509802,22.5441,254.603,-20
0.0235,-15.863,-0.19647,21.8258,255.513,-20
0.0236,-15.626,0.0976867,21.119,256.393,-20
0.0237,-15.3912,0.379016,20.4245,257.245,-20
0.0238,-15.1584,0.653683,19.7428,258.069,-20
0.0239,-14.9278,0.927658,19.0746,258.865,-20
0.024,-14.6991,1.20671,18.4207,259.635,-20
0.0241,-14.4724,1.49643,17.7817,260.377,-20
0.0242,-14.2476,1.80215,17.1581,261.094,-20
0.0243,-14.0244,2.12905,16.5506,261.786,-20
0.0244,-13.8026,2.48206,15.9598,262.453,-20
0.0245,-13.5822,2.86589,15.3863,263.096,-20
0.0246,-13.3628,3.28503,14.8305,263.716,-20
0.0247,-13.1441,3.74375,14.2931,264.314,-20
0.0248,-12.926,4.24609,13.7745,264.89,-20
0.0249,-12.7082,4.76155,13.2751,265.445,-20
0.025,-12.4909,5.25785,12.7956,265.98,-20
0.0251,-12.274,5.73534,12.3362,266.496,-20
0.0252,-12.0579,6.15812,11.8974,266.993,-20
0.0253,-11.8431,6.49409,11.4796,267.473,-20
0.0254,-11.6301,6.75111,11.0832,267.936,-20
0.0255,-11.4192,6.93691,10.7083,268.383,-20
0.0256,-11.2109,7.05913,10.3555,268.815,-20
0.0257,-11.0055,7.12527,10.025,269.233,-20
0.0258,-10.8031,7.14268,9.71694,269.638,-20
0.0259,-10.604,7.11858,9.43168,270.031,-20
0.026,-10.4084,7.06005,9.16941,270.412,-20
0.0261,-10.2164,6.97398,8.93029,270.783,-20
0.0262,-10.0281,6.86712,8.71448,271.145,-20
0.0263,-9.84339,6.74604,8.5221,271.498,-20
0.0264,-9.66241,6.61714,8.35327,271.844,-20
0.0265,-9.48507,6.48663,8.20803,272.183,-20
0.0266,-9.31129,6.36053,8.08645,272.517,-20
0.0267,-9.14096,6.24467,7.98853,272.845,-20
0.0268,-8.97393,6.14467,7.91426,273.171,-20
0.0269,-8.81003,6.06595,7.8636,273.493,-20
0.027,-8.64904,6.01373,7.83649,273.814,-20
0.0271,-8.49075,5.993,7.83283,274.134,-20
0.0272,-8.33489,6.00854,7.85249,274.454,-20
0.0273,-8.18117,6.0649,7.89534,274.775,-20
0.0274,-8.02931,6.16642,7.96119,275.099,-20
0.0275,-7.87897,6.31719,8.04985,275.425,-20
0.0276,-7.72981,6.5211,8.16109,275.755,-20
0.0277,-7.58154,6.74701,8.29464,276.09,-20
0.0278,-7.43408,6.96205,8.45022,276.43,-20
0.0279,-7.28747,7.16648,8.62751,276.777,-20
0.028,-7.14198,7.32472,8.82619,277.132,-20
0.0281,-6.99807,7.40498,9.04588,277.495,-20
0.0282,-6.85615,7.415,9.28622,277.867,-20
0.0283,-6.71657,7.36238,9.5468,278.249,-20
0.0284,-6.57966,7.25463,9.82722,278.642,-20
0.0285,-6.44567,7.09912,10.127,279.046,-20
0.0286,-6.31481,6.90306,10.4458,279.463,-20
0.0287,-6.18725,6.67355,10.7831,279.893,-20
0.0288,-6.06311,6.41751,11.1383,280.337,-20
0.0289,-5.94248,6.14171,11.511,280.795,-20
0.029,-5.82538,5.85276,11.9006,281.269,-20
0.0291,-5.71182,5.55709,12.3067,281.758,-20
0.0292,-5.60175,5.26094,12.7285,282.265,-20
0.0293,-5.49509,4.97039,13.1656,282.788,-20
0.0294,-5.39172,4.69132,13.6174,283.329,-20
0.0295,-5.29151,4.4294,14.0832,283.889,-20
0.0296,-5.19428,4.19011,14.5624,284.468,-20
0.0297,-5.09983,3.97874,15.0545,285.066,-20
0.0298,-5.0079,3.80033,15.5587,285.684,-20
0.0299,-4.91826,3.65975,16.0744,286.322,-20
0.03,-4.83061,3.56162,16.6009,286.982,-20
0.0301,-4.74465,3.51034,17.1377,287.663,-20
0.0302,-4.66005,3.5101,17.684,288.366,-20
0.0303,-4.57646,3.56486,18.239,289.091,-20
0.0304,-4.49352,3.67833,18.8023,289.838,-20
0.0305,-4.41098,3.81859,19.373,290.608,-20
0.0306,-4.32879,3.95196,19.9504,291.401,-20
0.0307,-4.24698,4.07857,20.5338,292.218,-20
0.0308,-4.1658,4.16343,21.1225,293.058,-20
0.0309,-4.08568,4.17536,21.7158,293.922,-20
0.031,-4.007,4.12201,22.313,294.81,-20
0.0311,-3.9301,4.01087,22.9133,295.722,-20
0.0312,-3.85527,3.84936,23.5162,296.658,-20
0.0313,-3.78275,3.64471,24.1208,297.619,-20
0.0314,-3.71272,3.40407,24.7265,298.603,-20
0.0315,-3.64533,3.1344,25.3326,299.612,-20
0.0316,-3.58068,2.84252,25.9384,300.646,-20
0.0317,-3.51884,2.5351,26.5433,301.704,-20
0.0318,-3.45981,2.21864,27.1465,302.786,-20
0.0319,-3.40358,1.89944,27.7474,303.893,-20
0.032,-3.35009,1.58367,28.3453,305.023,-20
0.0321,-3.29924,1.27726,28.9396,306.178,-20
0.0322,-3.25091,0.985999,29.5296,307.356,-20
0.0323,-3.20494,0.715444,30.1147,308.559,-20
0.0324,-3.16114,0.470968,30.6942,309.784,-20
0.0325,-3.11929,0.257733,31.2676,311.033,-20
0.0326,-3.07915,0.0806919,31.8343,312.305,-20
0.0327,-3.04044,-0.0554188,32.3936,313.6,-20
0.0328,-3.00287,-0.14608,32.9449,314.917,-20
0.0329,-2.96613,-0.186995,33.4878,316.256,-20
0.033,-2.92989,-0.174093,34.0216,317.616,-20
0.0331,-2.89378,-0.103531,34.5459,318.998,-20
0.0332,-2.85749,-0.00539856,35.06,320.401,-20
0.0333,-2.8209,0.0883928,35.5635,321.825,-20
0.0334,-2.78402,0.177925,36.0558,323.268,-20
0.0335,-2.7469,0.263282,36.5365,324.731,-20
0.0336,-2.70975,0.310364,37.0051,326.213,-20
0.0337,-2.67301,0.288824,37.4611,327.714,-20
0.0338,-2.63705,0.206198,37.9041,329.233,-20
0.0339,-2.60219,0.0699017,38.3338,330.769,-20
0.034,-2.5687,-0.112769,38.7496,332.323,-20
0.0341,-2.53683,-0.334654,39.1513,333.893,-20
0.0342,-2.50675,-0.588731,39.5384,335.478,-20
0.0343,-2.47859,-0.868125,39.9106,337.079,-20
0.0344,-2.45246,-1.16611,40.2677,338.695,-20
0.0345,-2.42841,-1.47614,40.6093,340.325,-20
0.0346,-2.40645,-1.7918,40.9351,341.968,-20
0.0347,-2.38655,-2.10689,41.2448,343.624,-20
0.0348,-2.36866,-2.41536,41.5382,345.292,-20
0.0349,-2.35267,-2.71136,41.8152,346.971,-20
0.035,-2.33847,-2.98923,42.0754,348.661,-20
0.0351,-2.32589,-3.24349,42.3186,350.362,-20
0.0352,-2.31475,-3.46888,42.5448,352.072,-20
0.0353,-2.30482,-3.66035,42.7538,353.79,-20
0.0354,-2.29586,-3.81304,42.9453,355.517,-20
0.0355,-2.28761,-3.92233,43.1194,357.251,-20
0.0356,-2.27977,-3.98378,43.2759,358.992,-20
0.0357,-2.27205,-3.99322,43.4148,360.738,-20
0.0358,-2.2641,-3.94667,43.5359,362.49,-20
0.0359,-2.25557,-3.84039,43.6393,364.246,-20
0.036,-2.24625,-3.70493,43.725,366.006,-20
0.0361,-2.23609,-3.5726,43.7928,367.769,-20
0.0362,-2.22511,-3.44334,43.8429,369.534,-20
0.0363,-2.21358,-3.35361,43.8753,371.301,-20
0.0364,-2.20195,-3.33611,43.89,373.069,-20
0.0365,-2.19062,-3.38328,43.8871,374.837,-20
0.0366,-2.17995,-3.48768,43.8667,376.604,-20
0.0367,-2.17025,-3.64199,43.8288,378.37,-20
0.0368,-2.16177,-3.83899,43.7737,380.135,-20
0.0369,-2.15473,-4.07163,43.7015,381.896,-20
0.037,-2.1493,-4.33297,43.6123,383.654,-20
0.0371,-2.14558,-4.61623,43.5063,385.408,-20
0.0372,-2.14368,-4.91479,43.3838,387.158,-20
0.0373,-2.14362,-5.22218,43.2449,388.902,-20
0.0374,-2.1454,-5.53209,43.0898,390.64,-20
0.0375,-2.14898,-5.83842,42.9188,392.371,-20
0.0376,-2.15427,-6.13521,42.7321,394.095,-20
0.0377,-2.16118,-6.41671,42.5301,395.811,-20
0.0378,-2.16956,-6.67734,42.313,397.519,-20
0.0379,-2.17924,-6.91175,42.081,399.217,-20
0.038,-2.19002,-7.11476,41.8346,400.906,-20
0.0381,-2.20168,-7.28141,41.5741,402.584,-20
0.0382,-2.21397,-7.40695,41.2997,404.252,-20
0.0383,-2.2266,-7.48684,41.0119,405.908,-20
0.0384,-2.23928,-7.51676,40.7111,407.551,-20
0.0385,-2.25169,-7.49262,40.3975,409.183,-20
0.0386,-2.26349,-7.41055,40.0716,410.801,-20
0.0387,-2.27432,-7.2669,39.7339,412.406,-20
0.0388,-2.28385,-7.09294,39.3846,413.997,-20
0.0389,-2.29193,-6.92173,39.0242,415.574,-20
0.039,-2.2986,-6.75331,38.6532,417.136,-20
0.0391,-2.30413,-6.62351,38.272,418.682,-20
0.0392,-2.30896,-6.56437,37.881,420.213,-20
0.0393,-2.3135,-6.56839,37.4808,421.727,-20
0.0394,-2.31812,-6.62816,37.0716,423.225,-20
0.0395,-2.32311,-6.73641,36.6541,424.707,-20
0.0396,-2.32874,-6.886,36.2287,426.171,-20
0.0397,-2.33522,-7.06989,35.7959,427.618,-20
0.0398,-2.34272,-7.28123,35.3562,429.047,-20
0.0399,-2.35135,-7.51328,34.9101,430.458,-20
0.04,-2.36119,-7.75946,34.4581,431.851,-20
0.0401,-2.3723,-8.01337,34.0006,433.226,-20
0.0402,-2.38466,-8.26877,33.5383,434.582,-20
0.0403,-2.39825,-8.51958,33.0716,435.919,-20
0.0404,-2.41298,-8.75993,32.601,437.237,-20
0.0405,-2.42876,-8.98411,32.1271,438.536,-20
0.0406,-2.44544,-9.18661,31.6503,439.816,-20
0.0407,-2.46287,-9.36213,31.1713,441.076,-20
0.0408,-2.48083,-9.50555,30.6904,442.317,-20
0.0409,-2.49912,-9.61197,30.2083,443.538,-20
0.041,-2.51747,-9.6767,29.7254,444.74,-20
0.0411,-2.53562,-9.69526,29.2423,445.923,-20
0.0412,-2.55327,-9.6634,28.7596,447.085,-20
0.0413,-2.57011,-9.57708,28.2776,448.229,-20
0.0414,-2.5858,-9.43248,27.7969,449.353,-20
0.0415,-2.60001,-9.22602,27.318,450.457,-20
0.0416,-2.61251,-8.98997,26.8415,451.542,-20
0.0417,-2.62331,-8.75828,26.3678,452.608,-20
0.0418,-2.63245,-8.53096,25.8975,453.655,-20
0.0419,-2.64019,-8.3429,25.4309,454.683,-20
0.042,-2.64699,-8.22528,24.9686,455.692,-20
0.0421,-2.65324,-8.1706,24.5111,456.682,-20
0.0422,-2.65931,-8.17148,24.0588,457.654,-20
0.0423,-2.66549,-8.22067,23.6123,458.608,-20
0.0424,-2.67204,-8.31103,23.1718,459.544,-20
0.0425,-2.67918,-8.43557,22.738,460.463,-20
0.0426,-2.68707,-8.58743,22.3113,461.363,-20
0.0427,-2.69583,-8.75992,21.892,462.247,-20
0.0428,-2.70555,-8.94647,21.4807,463.114,-20
0.0429,-2.71626,-9.1407,21.0776,463.965,-20
0.043,-2.72797,-9.33641,20.6834,464.799,-20
0.0431,-2.74064,-9.52754,20.2982,465.618,-20
0.0432,-2.7542,-9.70825,19.9225,466.422,-20
0.0433,-2.76855,-9.87286,19.5568,467.21,-20
0.0434,-2.78356,-10.0159,19.2012,467.984,-20
0.0435,-2.79906,-10.1321,18.8562,468.744,-20
0.0436,-2.81486,-10.2163,18.5222,469.49,-20
0.0437,-2.83074,-10.2638,18.1994,470.223,-20
0.0438,-2.84645,-10.2697,17.8881,470.943,-20
0.0439,-2.86173,-10.2298,17.5887,471.65,-20
0.044,-2.87629,-10.1398,17.3014,472.346,-20
0.0441,-2.88982,-9.99559,17.0265,473.031,-20
0.0442,-2.902,-9.79351,16.7643,473.705,-20
0.0443,-2.91251,-9.56324,16.5149,474.368,-20
0.0444,-2.92122,-9.33631,16.2786,475.022,-20
0.0445,-2.92819,-9.1127,16.0556,475.666,-20
0.0446,-2.93346,-8.89237,15.8461,476.302,-20
0.0447,-2.93731,-8.71,15.6503,476.929,-20
0.0448,-2.94018,-8.59652,15.4683,477.549,-20
0.0449,-2.94247,-8.54446,15.3002,478.162,-20
0.045,-2.94454,-8.54647,15.1463,478.769,-20
0.0451,-2.9467,-8.59533,15.0066,479.369,-20
0.0452,-2.9492,-8.68392,14.8811,479.964,-20
0.0453,-2.95226,-8.8053,14.7701,480.554,-20
0.0454,-2.95604,-8.95262,14.6736,481.141,-20
0.0455,-2.96066,-9.11924,14.5917,481.723,-20
0.0456,-2.96622,-9.29863,14.5243,482.303,-20
0.0457,-2.97275,-9.48445,14.4715,482.88,-20
0.0458,-2.98024,-9.67052,14.4334,483.455,-20
0.0459,-2.98867,-9.85085,14.4098,484.03,-20
0.046,-2.99797,-10.0196,14.4009,484.603,-20
0.0461,-3.00803,-10.1712,14.4065,485.177,-20
0.0462,-3.01871,-10.3001,14.4266,485.751,-20
0.0463,-3.02986,-10.4012,14.4612,486.326,-20
0.0464,-3.04128,-10.4693,14.5101,486.902,-20
0.0465,-3.05275,-10.4998,14.5733,487.482,-20
0.0466,-3.06402,-10.4879,14.6507,488.064,-20
0.0467,-3.07482,-10.4293,14.7421,488.649,-20
0.0468,-3.08487,-10.3198,14.8474,489.238,-20
0.0469,-3.09384,-10.1555,14.9665,489.832,-20
0.047,-3.10142,-9.93258,15.0992,490.431,-20
0.0471,-3.10733,-9.68156,15.2452,491.036,-20
0.0472,-3.11149,-9.43473,15.4045,491.647,-20
0.0473,-3.11395,-9.19214,15.5768,492.264,-20
0.0474,-3.11499,-8.99031,15.7618,492.889,-20
