Time,Ia,Vt,Torque,Vel,TorqueRef
19.6061,-17.4145,-168.659,-9.87243,1832.12,-10
19.6062,-17.4265,-168.697,-9.87196,1832.12,-10
19.6063,-17.4384,-168.695,-9.8715,1832.12,-10
19.6064,-17.4498,-168.649,-9.87105,1832.13,-10
19.6065,-17.4606,-168.554,-9.87062,1832.13,-10
19.6066,-17.4702,-168.407,-9.8702,1832.13,-10
19.6067,-17.4785,-168.202,-9.8698,1832.13,-10
19.6068,-17.4851,-167.936,-9.86941,1832.13,-10
19.6069,-17.49,-167.671,-9.86904,1832.13,-10
19.607,-17.4936,-167.468,-9.86869,1832.13,-10
19.6071,-17.4962,-167.323,-9.86834,1832.13,-10
19.6072,-17.4981,-167.231,-9.86801,1832.14,-10
19.6073,-17.4997,-167.186,-9.8677,1832.14,-10
19.6074,-17.5012,-167.184,-9.86739,1832.14,-10
19.6075,-17.5028,-167.22,-9.8671,1832.14,-10
19.6076,-17.5047,-167.29,-9.86681,1832.15,-10
19.6077,-17.5071,-167.387,-9.86655,1832.15,-10
19.6078,-17.5101,-167.507,-9.86629,1832.15,-10
19.6079,-17.5137,-167.646,-9.86605,1832.15,-10
19.608,-17.5181,-167.797,-9.86582,1832.16,-10
19.6081,-17.5232,-167.956,-9.8656,1832.16,-10
19.6082,-17.5292,-168.118,-9.86541,1832.16,-10
19.6083,-17.5358,-168.277,-9.86523,1832.17,-10
19.6084,-17.5431,-168.429,-9.86506,1832.17,-10
19.6085,-17.551,-168.57,-9.86492,1832.17,-10
19.6086,-17.5594,-168.693,-9.8648,1832.18,-10
19.6087,-17.5682,-168.795,-9.8647,1832.18,-10
19.6088,-17.5771,-168.87,-9.86463,1832.19,-10
19.6089,-17.586,-168.913,-9.86458,1832.19,-10
19.609,-17.5946,-168.921,-9.86456,1832.2,-10
19.6091,-17.6028,-168.889,-9.86457,1832.21,-10
19.6092,-17.6103,-168.812,-9.8646,1832.21,-10
19.6093,-17.6167,-168.685,-9.86467,1832.22,-10
19.6094,-17.6218,-168.506,-9.86478,1832.23,-10
19.6095,-17.6253,-168.269,-9.86491,1832.23,-10
19.6096,-17.6268,-167.971,-9.86509,1832.24,-10
19.6097,-17.6264,-167.673,-9.8653,1832.25,-10
19.6098,-17.6245,-167.438,-9.86554,1832.26,-10
19.6099,-17.6214,-167.261,-9.8658,1832.26,-10
19.61,-17.6175,-167.137,-9.8661,1832.27,-10
19.6101,-17.6131,-167.062,-9.86642,1832.28,-10
19.6102,-17.6085,-167.029,-9.86677,1832.28,-10
19.6103,-17.6039,-167.035,-9.86714,1832.29,-10
19.6104,-17.5995,-167.073,-9.86753,1832.3,-10
19.6105,-17.5955,-167.14,-9.86795,1832.31,-10
19.6106,-17.5921,-167.231,-9.8684,1832.31,-10
19.6107,-17.5893,-167.339,-9.86887,1832.32,-10
19.6108,-17.5872,-167.46,-9.86935,1832.33,-10
19.6109,-17.586,-167.589,-9.86987,1832.33,-10
19.611,-17.5855,-167.721,-9.8704,1832.34,-10
19.6111,-17.5859,-167.851,-9.87096,1832.35,-10
19.6112,-17.587,-167.973,-9.87154,1832.35,-10
19.6113,-17.5888,-168.084,-9.87214,1832.36,-10
19.6114,-17.5912,-168.177,-9.87276,1832.37,-10
19.6115,-17.5941,-168.249,-9.8734,1832.37,-10
19.6116,-17.5973,-168.294,-9.87406,1832.38,-10
19.6117,-17.6006,-168.308,-9.87474,1832.39,-10
19.6118,-17.6038,-168.286,-9.87544,1832.39,-10
19.6119,-17.6068,-168.224,-9.87617,1832.4,-10
19.612,-17.6092,-168.117,-9.87692,1832.41,-10
19.6121,-17.6107,-167.961,-9.87769,1832.41,-10
19.6122,-17.6111,-167.752,-9.87848,1832.42,-10
19.6123,-17.6101,-167.485,-9.87929,1832.43,-10
19.6124,-17.6072,-167.157,-9.88012,1832.43,-10
19.6125,-17.6026,-166.83,-9.88098,1832.44,-10
19.6126,-17.5966,-166.567,-9.88185,1832.44,-10
19.6127,-17.5897,-166.362,-9.88273,1832.45,-10
19.6128,-17.5821,-166.21,-9.88362,1832.45,-10
19.6129,-17.5741,-166.108,-9.88451,1832.46,-10
19.613,-17.5661,-166.049,-9.88542,1832.46,-10
19.6131,-17.5582,-166.028,-9.88632,1832.47,-10
19.6132,-17.5506,-166.042,-9.88723,1832.47,-10
19.6133,-17.5436,-166.084,-9.88815,1832.47,-10
19.6134,-17.5372,-166.149,-9.88906,1832.48,-10
19.6135,-17.5316,-166.233,-9.88997,1832.48,-10
19.6136,-17.5267,-166.33,-9.89088,1832.48,-10
19.6137,-17.5227,-166.436,-9.89179,1832.48,-10
19.6138,-17.5195,-166.544,-9.8927,1832.49,-10
19.6139,-17.517,-166.651,-9.89361,1832.49,-10
19.614,-17.5154,-166.75,-9.89451,1832.49,-10
19.6141,-17.5144,-166.838,-9.89541,1832.49,-10
19.6142,-17.5139,-166.909,-9.89631,1832.49,-10
19.6143,-17.5138,-166.958,-9.89721,1832.49,-10
19.6144,-17.5139,-166.981,-9.89811,1832.5,-10
19.6145,-17.514,-166.972,-9.899,1832.5,-10
19.6146,-17.5139,-166.928,-9.8999,1832.5,-10
19.6147,-17.5134,-166.844,-9.90079,1832.5,-10
19.6148,-17.5121,-166.715,-9.90169,1832.5,-10
19.6149,-17.5099,-166.537,-9.90258,1832.5,-10
19.615,-17.5063,-166.306,-9.90348,1832.5,-10
19.6151,-17.501,-166.018,-9.90438,1832.5,-10
19.6152,-17.4941,-165.733,-9.90528,1832.5,-10
19.6153,-17.486,-165.513,-9.90618,1832.5,-10
19.6154,-17.4771,-165.354,-9.90707,1832.5,-10
19.6155,-17.4676,-165.249,-9.90795,1832.5,-10
19.6156,-17.4579,-165.195,-9.90882,1832.5,-10
19.6157,-17.4483,-165.186,-9.90968,1832.5,-10
19.6158,-17.4389,-165.218,-9.91053,1832.5,-10
19.6159,-17.43,-165.285,-9.91136,1832.5,-10
19.616,-17.4217,-165.382,-9.91219,1832.5,-10
19.6161,-17.4143,-165.505,-9.913,1832.5,-10
19.6162,-17.4077,-165.648,-9.91379,1832.5,-10
19.6163,-17.4021,-165.807,-9.91457,1832.5,-10
19.6164,-17.3974,-165.975,-9.91534,1832.49,-10
19.6165,-17.3938,-166.149,-9.9161,1832.49,-10
19.6166,-17.3911,-166.323,-9.91684,1832.49,-10
19.6167,-17.3894,-166.491,-9.91756,1832.49,-10
19.6168,-17.3885,-166.65,-9.91828,1832.49,-10
19.6169,-17.3884,-166.794,-9.91898,1832.48,-10
19.617,-17.3889,-166.918,-9.91968,1832.48,-10
19.6171,-17.3899,-167.018,-9.92036,1832.48,-10
19.6172,-17.3911,-167.089,-9.92104,1832.48,-10
19.6173,-17.3924,-167.125,-9.9217,1832.48,-10
19.6174,-17.3935,-167.123,-9.92237,1832.48,-10
19.6175,-17.3942,-167.079,-9.92302,1832.47,-10
19.6176,-17.3942,-166.987,-9.92367,1832.47,-10
19.6177,-17.3933,-166.843,-9.92432,1832.47,-10
19.6178,-17.391,-166.644,-9.92497,1832.47,-10
19.6179,-17.3871,-166.385,-9.92561,1832.47,-10
19.618,-17.3815,-166.127,-9.92625,1832.47,-10
19.6181,-17.3748,-165.933,-9.92689,1832.47,-10
19.6182,-17.3673,-165.797,-9.92752,1832.46,-10
19.6183,-17.3592,-165.715,-9.92813,1832.46,-10
19.6184,-17.351,-165.681,-9.92874,1832.46,-10
19.6185,-17.3429,-165.692,-9.92933,1832.46,-10
19.6186,-17.3351,-165.741,-9.92991,1832.46,-10
19.6187,-17.3279,-165.823,-9.93048,1832.45,-10
19.6188,-17.3213,-165.935,-9.93103,1832.45,-10
19.6189,-17.3156,-166.07,-9.93157,1832.45,-10
19.619,-17.3109,-166.224,-9.93209,1832.44,-10
19.6191,-17.3072,-166.392,-9.9326,1832.44,-10
19.6192,-17.3046,-166.568,-9.9331,1832.44,-10
19.6193,-17.3032,-166.747,-9.93358,1832.44,-10
19.6194,-17.3028,-166.925,-9.93405,1832.43,-10
19.6195,-17.3035,-167.097,-9.9345,1832.43,-10
19.6196,-17.3052,-167.257,-9.93493,1832.43,-10
19.6197,-17.3077,-167.401,-9.93534,1832.42,-10
19.6198,-17.311,-167.523,-9.93572,1832.42,-10
19.6199,-17.3149,-167.62,-9.93607,1832.42,-10
19.62,-17.3192,-167.686,-9.9364,1832.41,-10
19.6201,-17.3237,-167.717,-9.9367,1832.41,-10
19.6202,-17.3283,-167.707,-9.93698,1832.41,-10
19.6203,-17.3325,-167.654,-9.93723,1832.4,-10
19.6204,-17.3362,-167.552,-9.93745,1832.4,-10
19.6205,-17.339,-167.397,-9.93764,1832.4,-10
19.6206,-17.3406,-167.185,-9.93781,1832.39,-10
19.6207,-17.3407,-166.913,-9.93794,1832.39,-10
19.6208,-17.3394,-166.641,-9.93805,1832.39,-10
19.6209,-17.3369,-166.432,-9.93813,1832.38,-10
19.621,-17.3337,-166.281,-9.93816,1832.38,-10
19.6211,-17.3301,-166.183,-9.93816,1832.38,-10
19.6212,-17.3264,-166.133,-9.93812,1832.37,-10
19.6213,-17.3229,-166.126,-9.93804,1832.37,-10
19.6214,-17.3197,-166.158,-9.93791,1832.36,-10
19.6215,-17.3171,-166.223,-9.93774,1832.36,-10
19.6216,-17.3153,-166.316,-9.93754,1832.35,-10
19.6217,-17.3143,-166.433,-9.93728,1832.35,-10
19.6218,-17.3142,-166.567,-9.93699,1832.34,-10
19.6219,-17.3151,-166.715,-9.93665,1832.34,-10
19.622,-17.3171,-166.87,-9.93627,1832.33,-10
19.6221,-17.3201,-167.028,-9.93586,1832.33,-10
19.6222,-17.3241,-167.185,-9.9354,1832.32,-10
19.6223,-17.329,-167.334,-9.9349,1832.32,-10
19.6224,-17.3348,-167.471,-9.93437,1832.32,-10
19.6225,-17.3412,-167.592,-9.9338,1832.31,-10
19.6226,-17.3483,-167.69,-9.9332,1832.31,-10
19.6227,-17.3557,-167.762,-9.93256,1832.3,-10
19.6228,-17.3633,-167.803,-9.9319,1832.3,-10
19.6229,-17.3708,-167.808,-9.93121,1832.29,-10
19.623,-17.3781,-167.773,-9.93049,1832.29,-10
19.6231,-17.3848,-167.693,-9.92975,1832.29,-10
19.6232,-17.3907,-167.564,-9.92899,1832.28,-10
19.6233,-17.3954,-167.381,-9.92822,1832.28,-10
19.6234,-17.3986,-167.142,-9.92743,1832.28,-10
19.6235,-17.4,-166.841,-9.92662,1832.27,-10
19.6236,-17.3995,-166.541,-9.9258,1832.27,-10
19.6237,-17.3976,-166.304,-9.92497,1832.27,-10
19.6238,-17.3946,-166.125,-9.92411,1832.27,-10
19.6239,-17.3908,-165.999,-9.92325,1832.26,-10
19.624,-17.3866,-165.922,-9.92236,1832.26,-10
19.6241,-17.3822,-165.888,-9.92146,1832.26,-10
19.6242,-17.3778,-165.893,-9.92054,1832.25,-10
19.6243,-17.3736,-165.931,-9.91961,1832.25,-10
19.6244,-17.3698,-165.997,-9.91867,1832.25,-10
19.6245,-17.3665,-166.087,-9.91772,1832.25,-10
19.6246,-17.3638,-166.194,-9.91675,1832.24,-10
19.6247,-17.3617,-166.315,-9.91578,1832.24,-10
19.6248,-17.3604,-166.444,-9.91479,1832.24,-10
19.6249,-17.3597,-166.575,-9.91381,1832.23,-10
19.625,-17.3597,-166.705,-9.91281,1832.23,-10
19.6251,-17.3603,-166.827,-9.91182,1832.23,-10
19.6252,-17.3614,-166.938,-9.91082,1832.23,-10
19.6253,-17.363,-167.031,-9.90983,1832.22,-10
19.6254,-17.3648,-167.103,-9.90884,1832.22,-10
19.6255,-17.3667,-167.148,-9.90785,1832.22,-10
19.6256,-17.3686,-167.161,-9.90688,1832.22,-10
19.6257,-17.3701,-167.139,-9.90591,1832.22,-10
19.6258,-17.3711,-167.076,-9.90496,1832.21,-10
19.6259,-17.3713,-166.969,-9.90402,1832.21,-10
19.626,-17.3705,-166.812,-9.90309,1832.21,-10
19.6261,-17.3683,-166.603,-9.90219,1832.21,-10
19.6262,-17.3643,-166.335,-9.9013,1832.21,-10
19.6263,-17.3588,-166.072,-9.90044,1832.21,-10
19.6264,-17.352,-165.872,-9.89959,1832.21,-10
19.6265,-17.3444,-165.732,-9.89876,1832.21,-10
19.6266,-17.3362,-165.647,-9.89794,1832.2,-10
19.6267,-17.3279,-165.611,-9.89713,1832.2,-10
19.6268,-17.3196,-165.621,-9.89634,1832.2,-10
19.6269,-17.3117,-165.67,-9.89557,1832.2,-10
19.627,-17.3044,-165.755,-9.89481,1832.2,-10
19.6271,-17.2977,-165.87,-9.89406,1832.2,-10
19.6272,-17.292,-166.01,-9.89333,1832.19,-10
19.6273,-17.2872,-166.17,-9.89261,1832.19,-10
19.6274,-17.2835,-166.344,-9.89191,1832.19,-10
19.6275,-17.281,-166.529,-9.89123,1832.19,-10
19.6276,-17.2796,-166.719,-9.89056,1832.19,-10
19.6277,-17.2794,-166.908,-9.88991,1832.18,-10
19.6278,-17.2804,-167.092,-9.88927,1832.18,-10
19.6279,-17.2824,-167.266,-9.88865,1832.18,-10
19.628,-17.2853,-167.425,-9.88804,1832.18,-10
19.6281,-17.2891,-167.564,-9.88744,1832.18,-10
19.6282,-17.2936,-167.678,-9.88686,1832.17,-10
19.6283,-17.2986,-167.763,-9.88628,1832.17,-10
19.6284,-17.3039,-167.814,-9.88572,1832.17,-10
19.6285,-17.3094,-167.826,-9.88516,1832.17,-10
19.6286,-17.3146,-167.795,-9.88462,1832.17,-10
19.6287,-17.3195,-167.717,-9.88409,1832.16,-10
19.6288,-17.3236,-167.587,-9.88357,1832.16,-10
19.6289,-17.3267,-167.401,-9.88306,1832.16,-10
19.629,-17.3284,-167.155,-9.88257,1832.16,-10
19.6291,-17.3287,-166.911,-9.88209,1832.16,-10
19.6292,-17.3281,-166.729,-9.88161,1832.16,-10
19.6293,-17.3269,-166.606,-9.88114,1832.16,-10
19.6294,-17.3255,-166.535,-9.88066,1832.15,-10
19.6295,-17.324,-166.513,-9.88019,1832.15,-10
19.6296,-17.3229,-166.533,-9.87972,1832.15,-10
19.6297,-17.3222,-166.593,-9.87925,1832.15,-10
19.6298,-17.3223,-166.686,-9.87877,1832.15,-10
19.6299,-17.3232,-166.807,-9.87829,1832.14,-10
19.63,-17.3251,-166.952,-9.87781,1832.14,-10
19.6301,-17.3281,-167.115,-9.87733,1832.14,-10
19.6302,-17.3322,-167.292,-9.87684,1832.14,-10
19.6303,-17.3374,-167.477,-9.87635,1832.14,-10
19.6304,-17.3438,-167.665,-9.87586,1832.13,-10
19.6305,-17.3514,-167.851,-9.87537,1832.13,-10
19.6306,-17.3599,-168.031,-9.87487,1832.13,-10
19.6307,-17.3695,-168.199,-9.87438,1832.13,-10
19.6308,-17.3799,-168.351,-9.87389,1832.13,-10
19.6309,-17.391,-168.481,-9.8734,1832.13,-10
19.631,-17.4026,-168.586,-9.87292,1832.13,-10
19.6311,-17.4145,-168.659,-9.87244,1832.12,-10
19.6312,-17.4265,-168.697,-9.87197,1832.12,-10
19.6313,-17.4384,-168.695,-9.87151,1832.12,-10
19.6314,-17.4498,-168.649,-9.87106,1832.12,-10
19.6315,-17.4605,-168.554,-9.87063,1832.13,-10
19.6316,-17.4702,-168.407,-9.87021,1832.13,-10
19.6317,-17.4785,-168.202,-9.8698,1832.13,-10
19.6318,-17.4851,-167.936,-9.86942,1832.13,-10
19.6319,-17.49,-167.671,-9.86905,1832.13,-10
19.632,-17.4935,-167.468,-9.86869,1832.13,-10
19.6321,-17.4961,-167.323,-9.86835,1832.13,-10
19.6322,-17.4981,-167.231,-9.86802,1832.14,-10
19.6323,-17.4997,-167.186,-9.8677,1832.14,-10
19.6324,-17.5012,-167.184,-9.8674,1832.14,-10
19.6325,-17.5028,-167.22,-9.8671,1832.14,-10
19.6326,-17.5047,-167.29,-9.86682,1832.15,-10
19.6327,-17.5071,-167.387,-9.86655,1832.15,-10
19.6328,-17.5101,-167.507,-9.86629,1832.15,-10
19.6329,-17.5137,-167.646,-9.86605,1832.15,-10
19.633,-17.5181,-167.797,-9.86582,1832.16,-10
19.6331,-17.5232,-167.956,-9.86561,1832.16,-10
19.6332,-17.5291,-168.118,-9.86541,1832.16,-10
19.6333,-17.5358,-168.277,-9.86523,1832.17,-10
19.6334,-17.5431,-168.429,-9.86507,1832.17,-10
19.6335,-17.551,-168.57,-9.86492,1832.17,-10
19.6336,-17.5594,-168.693,-9.8648,1832.18,-10
19.6337,-17.5682,-168.795,-9.8647,1832.18,-10
19.6338,-17.5771,-168.87,-9.86463,1832.19,-10
19.6339,-17.5859,-168.913,-9.86458,1832.19,-10
19.634,-17.5946,-168.921,-9.86456,1832.2,-10
19.6341,-17.6028,-168.889,-9.86457,1832.21,-10
19.6342,-17.6102,-168.812,-9.8646,1832.21,-10
19.6343,-17.6167,-168.685,-9.86467,1832.22,-10
19.6344,-17.6218,-168.506,-9.86478,1832.23,-10
19.6345,-17.6253,-168.269,-9.86491,1832.23,-10
19.6346,-17.6268,-167.971,-9.86509,1832.24,-10
19.6347,-17.6264,-167.673,-9.86529,1832.25,-10
19.6348,-17.6245,-167.438,-9.86553,1832.26,-10
19.6349,-17.6214,-167.261,-9.8658,1832.26,-10
19.635,-17.6175,-167.137,-9.86609,1832.27,-10
19.6351,-17.6131,-167.062,-9.86642,1832.28,-10
19.6352,-17.6085,-167.029,-9.86676,1832.28,-10
19.6353,-17.6039,-167.035,-9.86713,1832.29,-10
19.6354,-17.5995,-167.073,-9.86753,1832.3,-10
19.6355,-17.5955,-167.14,-9.86795,1832.31,-10
19.6356,-17.592,-167.231,-9.86839,1832.31,-10
19.6357,-17.5893,-167.339,-9.86886,1832.32,-10
19.6358,-17.5872,-167.46,-9.86935,1832.33,-10
19.6359,-17.586,-167.589,-9.86986,1832.33,-10
19.636,-17.5855,-167.721,-9.8704,1832.34,-10
19.6361,-17.5859,-167.851,-9.87095,1832.35,-10
19.6362,-17.587,-167.973,-9.87153,1832.35,-10
19.6363,-17.5888,-168.084,-9.87213,1832.36,-10
19.6364,-17.5912,-168.177,-9.87275,1832.37,-10
19.6365,-17.5941,-168.249,-9.87339,1832.37,-10
19.6366,-17.5973,-168.294,-9.87405,1832.38,-10
19.6367,-17.6006,-168.308,-9.87473,1832.39,-10
19.6368,-17.6038,-168.286,-9.87544,1832.39,-10
19.6369,-17.6068,-168.224,-9.87616,1832.4,-10
19.637,-17.6091,-168.117,-9.87691,1832.41,-10
19.6371,-17.6107,-167.961,-9.87768,1832.41,-10
19.6372,-17.6111,-167.752,-9.87847,1832.42,-10
19.6373,-17.61,-167.485,-9.87928,1832.43,-10
19.6374,-17.6072,-167.157,-9.88012,1832.43,-10
19.6375,-17.6026,-166.83,-9.88097,1832.44,-10
19.6376,-17.5966,-166.567,-9.88184,1832.44,-10
19.6377,-17.5896,-166.362,-9.88272,1832.45,-10
19.6378,-17.582,-166.21,-9.88361,1832.45,-10
19.6379,-17.5741,-166.108,-9.8845,1832.46,-10
19.638,-17.566,-166.049,-9.88541,1832.46,-10
19.6381,-17.5582,-166.028,-9.88631,1832.47,-10
19.6382,-17.5506,-166.042,-9.88722,1832.47,-10
19.6383,-17.5436,-166.084,-9.88813,1832.47,-10
19.6384,-17.5372,-166.149,-9.88905,1832.48,-10
19.6385,-17.5315,-166.233,-9.88996,1832.48,-10
19.6386,-17.5267,-166.33,-9.89087,1832.48,-10
19.6387,-17.5226,-166.436,-9.89178,1832.48,-10
19.6388,-17.5194,-166.544,-9.89269,1832.49,-10
19.6389,-17.517,-166.651,-9.8936,1832.49,-10
19.639,-17.5154,-166.75,-9.8945,1832.49,-10
19.6391,-17.5143,-166.838,-9.8954,1832.49,-10
19.6392,-17.5139,-166.909,-9.8963,1832.49,-10
19.6393,-17.5138,-166.958,-9.8972,1832.49,-10
19.6394,-17.5139,-166.981,-9.89809,1832.5,-10
19.6395,-17.514,-166.972,-9.89899,1832.5,-10
19.6396,-17.5139,-166.928,-9.89988,1832.5,-10
19.6397,-17.5134,-166.844,-9.90078,1832.5,-10
19.6398,-17.5121,-166.715,-9.90167,1832.5,-10
19.6399,-17.5098,-166.537,-9.90257,1832.5,-10
19.64,-17.5062,-166.306,-9.90347,1832.5,-10
19.6401,-17.501,-166.018,-9.90437,1832.5,-10
19.6402,-17.4941,-165.733,-9.90527,1832.5,-10
19.6403,-17.486,-165.513,-9.90616,1832.5,-10
19.6404,-17.4771,-165.354,-9.90705,1832.5,-10
19.6405,-17.4676,-165.249,-9.90793,1832.5,-10
19.6406,-17.4579,-165.195,-9.9088,1832.5,-10
19.6407,-17.4482,-165.186,-9.90966,1832.5,-10
19.6408,-17.4389,-165.218,-9.91051,1832.5,-10
19.6409,-17.43,-165.285,-9.91135,1832.5,-10
19.641,-17.4217,-165.382,-9.91217,1832.5,-10
19.6411,-17.4143,-165.505,-9.91298,1832.5,-10
19.6412,-17.4077,-165.648,-9.91378,1832.5,-10
19.6413,-17.402,-165.807,-9.91456,1832.5,-10
19.6414,-17.3974,-165.975,-9.91532,1832.49,-10
19.6415,-17.3938,-166.149,-9.91608,1832.49,-10
19.6416,-17.3911,-166.323,-9.91682,1832.49,-10
19.6417,-17.3894,-166.491,-9.91755,1832.49,-10
19.6418,-17.3885,-166.65,-9.91826,1832.49,-10
19.6419,-17.3884,-166.794,-9.91897,1832.48,-10
19.642,-17.3889,-166.918,-9.91966,1832.48,-10
19.6421,-17.3898,-167.018,-9.92034,1832.48,-10
19.6422,-17.3911,-167.089,-9.92102,1832.48,-10
19.6423,-17.3924,-167.125,-9.92169,1832.48,-10
19.6424,-17.3935,-167.123,-9.92235,1832.48,-10
19.6425,-17.3942,-167.079,-9.923,1832.47,-10
19.6426,-17.3942,-166.987,-9.92365,1832.47,-10
19.6427,-17.3932,-166.843,-9.9243,1832.47,-10
19.6428,-17.391,-166.644,-9.92495,1832.47,-10
19.6429,-17.387,-166.385,-9.92559,1832.47,-10
19.643,-17.3815,-166.127,-9.92624,1832.47,-10
19.6431,-17.3748,-165.933,-9.92687,1832.47,-10
19.6432,-17.3673,-165.797,-9.9275,1832.46,-10
19.6433,-17.3592,-165.715,-9.92811,1832.46,-10
19.6434,-17.351,-165.681,-9.92872,1832.46,-10
19.6435,-17.3429,-165.692,-9.92931,1832.46,-10
19.6436,-17.3351,-165.741,-9.92989,1832.46,-10
19.6437,-17.3278,-165.823,-9.93046,1832.45,-10
19.6438,-17.3213,-165.935,-9.93101,1832.45,-10
19.6439,-17.3156,-166.07,-9.93155,1832.45,-10
19.644,-17.3109,-166.224,-9.93208,1832.44,-10
19.6441,-17.3072,-166.392,-9.93259,1832.44,-10
19.6442,-17.3046,-166.568,-9.93308,1832.44,-10
19.6443,-17.3031,-166.747,-9.93356,1832.44,-10
19.6444,-17.3028,-166.925,-9.93403,1832.43,-10
19.6445,-17.3035,-167.097,-9.93448,1832.43,-10
19.6446,-17.3051,-167.257,-9.93491,1832.43,-10
19.6447,-17.3077,-167.401,-9.93532,1832.42,-10
19.6448,-17.311,-167.523,-9.9357,1832.42,-10
19.6449,-17.3149,-167.62,-9.93605,1832.42,-10
19.645,-17.3192,-167.686,-9.93638,1832.41,-10
19.6451,-17.3237,-167.717,-9.93668,1832.41,-10
19.6452,-17.3282,-167.707,-9.93696,1832.41,-10
19.6453,-17.3325,-167.654,-9.93721,1832.4,-10
19.6454,-17.3361,-167.552,-9.93743,1832.4,-10
19.6455,-17.339,-167.397,-9.93762,1832.4,-10
19.6456,-17.3406,-167.185,-9.93779,1832.39,-10
19.6457,-17.3407,-166.913,-9.93792,1832.39,-10
19.6458,-17.3393,-166.641,-9.93803,1832.39,-10
19.6459,-17.3369,-166.432,-9.93811,1832.38,-10
19.646,-17.3337,-166.281,-9.93814,1832.38,-10
19.6461,-17.3301,-166.183,-9.93814,1832.38,-10
19.6462,-17.3264,-166.133,-9.9381,1832.37,-10
19.6463,-17.3229,-166.126,-9.93802,1832.37,-10
19.6464,-17.3197,-166.158,-9.93789,1832.36,-10
19.6465,-17.3171,-166.223,-9.93772,1832.36,-10
19.6466,-17.3153,-166.316,-9.93752,1832.35,-10
19.6467,-17.3142,-166.433,-9.93726,1832.35,-10
19.6468,-17.3142,-166.567,-9.93697,1832.34,-10
19.6469,-17.3151,-166.715,-9.93663,1832.34,-10
19.647,-17.3171,-166.87,-9.93625,1832.33,-10
19.6471,-17.3201,-167.028,-9.93584,1832.33,-10
19.6472,-17.3241,-167.185,-9.93538,1832.32,-10
19.6473,-17.329,-167.334,-9.93488,1832.32,-10
19.6474,-17.3347,-167.471,-9.93435,1832.32,-10
19.6475,-17.3412,-167.592,-9.93378,1832.31,-10
19.6476,-17.3482,-167.69,-9.93318,1832.31,-10
19.6477,-17.3557,-167.762,-9.93254,1832.3,-10
19.6478,-17.3633,-167.803,-9.93188,1832.3,-10
19.6479,-17.3708,-167.808,-9.93119,1832.29,-10
19.648,-17.3781,-167.773,-9.93047,1832.29,-10
19.6481,-17.3848,-167.693,-9.92973,1832.29,-10
19.6482,-17.3907,-167.564,-9.92898,1832.28,-10
19.6483,-17.3954,-167.381,-9.9282,1832.28,-10
19.6484,-17.3986,-167.142,-9.92741,1832.28,-10
19.6485,-17.3999,-166.841,-9.9266,1832.27,-10
19.6486,-17.3995,-166.541,-9.92578,1832.27,-10
19.6487,-17.3975,-166.304,-9.92495,1832.27,-10
19.6488,-17.3945,-166.125,-9.9241,1832.27,-10
19.6489,-17.3908,-165.999,-9.92323,1832.26,-10
19.649,-17.3866,-165.922,-9.92234,1832.26,-10
19.6491,-17.3821,-165.888,-9.92144,1832.26,-10
19.6492,-17.3777,-165.893,-9.92052,1832.25,-10
19.6493,-17.3736,-165.931,-9.91959,1832.25,-10
19.6494,-17.3698,-165.997,-9.91865,1832.25,-10
19.6495,-17.3665,-166.087,-9.9177,1832.25,-10
19.6496,-17.3637,-166.194,-9.91673,1832.24,-10
19.6497,-17.3617,-166.315,-9.91576,1832.24,-10
19.6498,-17.3603,-166.444,-9.91478,1832.24,-10
19.6499,-17.3597,-166.575,-9.91379,1832.23,-10
19.65,-17.3597,-166.705,-9.91279,1832.23,-10
19.6501,-17.3603,-166.827,-9.9118,1832.23,-10
19.6502,-17.3614,-166.938,-9.9108,1832.23,-10
19.6503,-17.363,-167.031,-9.90981,1832.22,-10
19.6504,-17.3648,-167.103,-9.90882,1832.22,-10
19.6505,-17.3667,-167.148,-9.90783,1832.22,-10
19.6506,-17.3685,-167.161,-9.90686,1832.22,-10
19.6507,-17.3701,-167.139,-9.90589,1832.22,-10
19.6508,-17.3711,-167.076,-9.90494,1832.21,-10
19.6509,-17.3713,-166.969,-9.904,1832.21,-10
19.651,-17.3705,-166.812,-9.90307,1832.21,-10
19.6511,-17.3682,-166.603,-9.90217,1832.21,-10
19.6512,-17.3643,-166.335,-9.90129,1832.21,-10
19.6513,-17.3588,-166.072,-9.90042,1832.21,-10
19.6514,-17.352,-165.872,-9.89957,1832.21,-10
19.6515,-17.3444,-165.732,-9.89874,1832.21,-10
19.6516,-17.3362,-165.647,-9.89792,1832.2,-10
19.6517,-17.3279,-165.611,-9.89712,1832.2,-10
19.6518,-17.3196,-165.621,-9.89633,1832.2,-10
19.6519,-17.3117,-165.67,-9.89555,1832.2,-10
19.652,-17.3043,-165.755,-9.89479,1832.2,-10
19.6521,-17.2977,-165.87,-9.89404,1832.2,-10
19.6522,-17.2919,-166.01,-9.89331,1832.19,-10
19.6523,-17.2872,-166.17,-9.89259,1832.19,-10
19.6524,-17.2835,-166.344,-9.89189,1832.19,-10
19.6525,-17.281,-166.529,-9.89121,1832.19,-10
19.6526,-17.2796,-166.719,-9.89054,1832.19,-10
19.6527,-17.2794,-166.908,-9.88989,1832.18,-10
19.6528,-17.2804,-167.092,-9.88925,1832.18,-10
