Time,TensaoFonte,CorrenteReal,DisparoInferior,DisparoSuperior,TensaoReal,S1.TensaoDesjada,S1.CorrenteReferencia,S1.AnguloDeDisparo
0.1575,-107.228,0.18566,0,0,82.6164,97.9811,0.5,60.3399
0.1576,-96.1435,0.185864,0,0,82.8171,98.0212,0.5,60.3265
0.1577,-84.9227,0.18607,0,0,83.0161,98.0612,0.5,60.3132
0.1578,-73.5812,0.186276,0,0,83.2129,98.1013,0.5,60.2998
0.1579,-62.1352,0.186483,0,0,83.4067,98.1413,0.5,60.2865
0.158,-50.6008,0.186691,0,0,83.597,98.1813,0.5,60.2732
0.1581,-38.9946,0.186899,0,0,83.783,98.2213,0.5,60.2598
0.1582,-27.3329,0.187108,0,0,83.9643,98.2614,0.5,60.2465
0.1583,-15.6324,0.187318,0,0,84.1401,98.3014,0.5,60.2332
0.1584,-3.90963,0.187528,0,0,84.3099,98.3415,0.5,60.2198
0.1585,7.81865,0.187739,0,0,84.473,98.3816,0.5,60.2064
0.1586,19.5358,0.18795,0,0,84.6288,98.4218,0.5,60.193
0.1587,31.2252,0.188162,0,0,84.7768,98.462,0.5,60.1796
0.1588,42.8703,0.188375,0,0,84.9163,98.5023,0.5,60.1662
0.1589,54.4544,0.188587,0,0,85.0469,98.5427,0.5,60.1527
0.159,65.9611,0.188801,0,0,85.1678,98.5831,0.5,60.1392
0.1591,77.3741,0.189014,0,0,85.2786,98.6237,0.5,60.1257
0.1592,88.6772,0.189228,0,0,85.3787,98.6643,0.5,60.1121
0.1593,99.8542,0.189442,0,0,85.4676,98.705,0.5,60.0985
0.1594,110.889,0.189656,0,0,85.5448,98.7458,0.5,60.0849
0.1595,121.767,0.189871,0,0,85.6097,98.7868,0.5,60.0712
0.1596,132.471,0.190085,0,0,85.662,98.8279,0.5,60.0575
0.1597,142.988,0.1903,0,0,85.701,98.8691,0.5,60.0437
0.1598,153.301,0.190514,0,0,85.7265,98.9104,0.5,60.0299
0.1599,163.396,0.190728,0,0,85.7378,98.9519,0.5,60.0161
0.16,173.259,0.190942,0,0,85.7347,98.9936,0.5,60.0021
0.1601,182.876,0.191156,0,0,85.7167,99.0354,0.5,59.9882
0.1602,192.233,0.191369,0,0,85.6834,99.0774,0.5,59.9741
0.1603,201.317,0.191583,0,0,85.6345,99.1196,0.5,59.96
0.1604,210.114,0.191795,0,0,85.5696,99.1619,0.5,59.9459
0.1605,218.613,0.192007,0,0,85.4885,99.2045,0.5,59.9317
0.1606,226.802,0.192219,0,0,85.3908,99.2472,0.5,59.9174
0.1607,234.668,0.192429,0,0,85.2762,99.2901,0.5,59.903
0.1608,242.201,0.192639,0,0,85.1445,99.3332,0.5,59.8886
0.1609,249.389,0.192848,0,0,84.9955,99.3766,0.5,59.8741
0.161,256.223,0.193056,0,0,84.829,99.4201,0.5,59.8595
0.1611,262.693,0.193264,0,0,84.6447,99.4639,0.5,59.8449
0.1612,268.79,0.19347,0,0,84.4426,99.5079,0.5,59.8302
0.1613,274.505,0.193674,1,0,84.2224,99.5521,0.5,59.8154
0.1614,279.826,0.193878,1,0,84,99.5962,0.5,59.8006
0.1615,284.756,0.19408,1,0,83.791,99.6401,0.5,59.7859
0.1616,289.279,0.194282,1,0,83.5958,99.6838,0.5,59.7713
0.1617,293.39,0.194482,1,0,83.4144,99.7273,0.5,59.7567
0.1618,297.084,0.194681,1,0,83.2468,99.7707,0.5,59.7421
0.1619,300.356,0.19488,1,0,83.0932,99.8139,0.5,59.7277
0.162,303.202,0.195078,1,0,82.9536,99.8569,0.5,59.7133
0.1621,305.616,0.195274,1,0,82.828,99.8997,0.5,59.6989
0.1622,307.596,0.195471,1,0,82.7163,99.9423,0.5,59.6846
0.1623,309.139,0.195666,0,0,82.6186,99.9848,0.5,59.6704
0.1624,310.243,0.195861,0,0,82.5348,100.027,0.5,59.6562
0.1625,310.906,0.196056,0,0,82.4647,100.069,0.5,59.6421
0.1626,311.127,0.19625,0,0,82.4083,100.111,0.5,59.6281
0.1627,310.906,0.196444,0,0,82.3654,100.153,0.5,59.6141
0.1628,310.243,0.196637,0,0,82.3358,100.194,0.5,59.6002
0.1629,309.139,0.19683,0,0,82.3194,100.236,0.5,59.5863
0.163,307.596,0.197023,0,0,82.316,100.277,0.5,59.5725
0.1631,305.616,0.197216,0,0,82.3253,100.318,0.5,59.5588
0.1632,303.202,0.197409,0,0,82.3471,100.358,0.5,59.5451
0.1633,300.356,0.197602,0,0,82.381,100.399,0.5,59.5314
0.1634,297.084,0.197795,0,0,82.4268,100.439,0.5,59.5179
0.1635,293.39,0.197988,0,0,82.4842,100.48,0.5,59.5044
0.1636,289.279,0.198181,0,0,82.5528,100.52,0.5,59.4909
0.1637,284.756,0.198374,0,0,82.6322,100.56,0.5,59.4775
0.1638,279.829,0.198568,0,0,82.7221,100.599,0.5,59.4642
0.1639,274.505,0.198762,0,0,82.822,100.639,0.5,59.4509
0.164,268.79,0.198956,0,0,82.9316,100.678,0.5,59.4376
0.1641,262.693,0.199151,0,0,83.0503,100.718,0.5,59.4244
0.1642,256.223,0.199346,0,0,83.1778,100.757,0.5,59.4113
0.1643,249.389,0.199541,0,0,83.3135,100.796,0.5,59.3982
0.1644,242.201,0.199737,0,0,83.457,100.834,0.5,59.3851
0.1645,234.668,0.199934,0,0,83.6077,100.873,0.5,59.3721
0.1646,226.802,0.200131,0,0,83.7652,100.912,0.5,59.3592
0.1647,218.613,0.200329,0,0,83.9289,100.95,0.5,59.3462
0.1648,210.114,0.200527,0,0,84.0983,100.988,0.5,59.3333
0.1649,201.317,0.200726,0,0,84.2727,101.027,0.5,59.3205
0.165,192.233,0.200926,0,0,84.4517,101.065,0.5,59.3077
0.1651,182.876,0.201126,0,0,84.6346,101.103,0.5,59.2949
0.1652,173.259,0.201328,0,0,84.8209,101.141,0.5,59.2821
0.1653,163.396,0.201529,0,0,85.01,101.179,0.5,59.2693
0.1654,153.301,0.201732,0,0,85.2012,101.216,0.5,59.2566
0.1655,142.988,0.201935,0,0,85.3939,101.254,0.5,59.2439
0.1656,132.471,0.202139,0,0,85.5877,101.292,0.5,59.2313
0.1657,121.767,0.202344,0,0,85.7817,101.329,0.5,59.2186
0.1658,110.889,0.202549,0,0,85.9754,101.367,0.5,59.2059
0.1659,99.8542,0.202756,0,0,86.1682,101.404,0.5,59.1933
0.166,88.6772,0.202963,0,0,86.3594,101.442,0.5,59.1807
0.1661,77.3741,0.20317,0,0,86.5484,101.479,0.5,59.1681
0.1662,65.9611,0.203379,0,0,86.7346,101.517,0.5,59.1554
0.1663,54.4544,0.203588,0,0,86.9173,101.554,0.5,59.1428
0.1664,42.8703,0.203798,0,0,87.0959,101.592,0.5,59.1302
0.1665,31.2252,0.204008,0,0,87.2699,101.629,0.5,59.1176
0.1666,19.5358,0.204219,0,0,87.4385,101.667,0.5,59.1049
0.1667,7.81865,0.204431,0,0,87.6012,101.704,0.5,59.0923
0.1668,-3.90963,0.204643,0,0,87.7573,101.742,0.5,59.0796
0.1669,-15.6324,0.204856,0,0,87.9062,101.779,0.5,59.0669
0.167,-27.3329,0.205069,0,0,88.0475,101.817,0.5,59.0542
0.1671,-38.9946,0.205282,0,0,88.1803,101.855,0.5,59.0415
0.1672,-50.6008,0.205497,0,0,88.3043,101.892,0.5,59.0287
0.1673,-62.1352,0.205711,0,0,88.4188,101.93,0.5,59.016
0.1674,-73.5812,0.205926,0,0,88.5232,101.968,0.5,59.0031
0.1675,-84.9227,0.206141,0,0,88.6171,102.006,0.5,58.9903
0.1676,-96.1435,0.206356,0,0,88.6998,102.044,0.5,58.9774
0.1677,-107.228,0.206572,0,0,88.7709,102.083,0.5,58.9645
0.1678,-118.16,0.206787,0,0,88.8299,102.121,0.5,58.9515
0.1679,-128.923,0.207003,0,0,88.8762,102.16,0.5,58.9385
0.168,-139.504,0.207218,0,0,88.9095,102.198,0.5,58.9255
0.1681,-149.887,0.207434,0,0,88.9292,102.237,0.5,58.9124
0.1682,-160.056,0.207649,0,0,88.9348,102.276,0.5,58.8992
0.1683,-169.998,0.207864,0,0,88.9261,102.315,0.5,58.886
0.1684,-179.698,0.208079,0,0,88.9025,102.354,0.5,58.8727
0.1685,-189.144,0.208294,0,0,88.8637,102.394,0.5,58.8594
0.1686,-198.32,0.208508,0,0,88.8094,102.433,0.5,58.846
0.1687,-207.214,0.208722,0,0,88.7391,102.473,0.5,58.8326
0.1688,-215.814,0.208935,0,0,88.6526,102.513,0.5,58.8191
0.1689,-224.108,0.209147,0,0,88.5496,102.553,0.5,58.8055
0.169,-232.082,0.209359,0,0,88.4297,102.594,0.5,58.7918
0.1691,-239.727,0.20957,0,0,88.2927,102.634,0.5,58.7781
0.1692,-247.032,0.20978,0,0,88.1385,102.675,0.5,58.7643
0.1693,-253.985,0.209989,0,0,87.9666,102.716,0.5,58.7504
0.1694,-260.578,0.210197,0,0,87.7771,102.757,0.5,58.7365
0.1695,-266.8,0.210404,0,1,87.5697,102.798,0.5,58.7225
0.1696,-272.643,0.21061,0,1,87.3443,102.84,0.5,58.7083
0.1697,-278.098,0.210814,0,1,87.1164,102.882,0.5,58.6943
0.1698,-283.159,0.211018,0,1,86.9019,102.923,0.5,58.6803
0.1699,-287.816,0.21122,0,1,86.7008,102.964,0.5,58.6664
0.17,-292.065,0.211421,0,1,86.5134,103.005,0.5,58.6525
0.1701,-295.899,0.211621,0,1,86.3397,103.046,0.5,58.6386
0.1702,-299.313,0.211821,0,1,86.1797,103.087,0.5,58.6249
0.1703,-302.301,0.212019,0,1,86.0336,103.127,0.5,58.6112
0.1704,-304.859,0.212217,0,1,85.9013,103.167,0.5,58.5975
0.1705,-306.985,0.212414,0,0,85.7828,103.207,0.5,58.5839
0.1706,-308.674,0.21261,0,0,85.6781,103.247,0.5,58.5704
0.1707,-309.924,0.212806,0,0,85.5872,103.287,0.5,58.5569
0.1708,-310.734,0.213001,0,0,85.5099,103.327,0.5,58.5435
0.1709,-311.102,0.213196,0,0,85.4462,103.366,0.5,58.5302
0.171,-311.029,0.21339,0,0,85.3959,103.405,0.5,58.5169
0.1711,-310.513,0.213584,0,0,85.3589,103.444,0.5,58.5036
0.1712,-309.556,0.213778,0,0,85.335,103.483,0.5,58.4905
0.1713,-308.159,0.213972,0,0,85.324,103.521,0.5,58.4774
0.1714,-306.325,0.214165,0,0,85.3256,103.56,0.5,58.4643
0.1715,-304.054,0.214359,0,0,85.3397,103.598,0.5,58.4513
0.1716,-301.352,0.214552,0,0,85.3659,103.636,0.5,58.4384
0.1717,-298.222,0.214745,0,0,85.4039,103.674,0.5,58.4255
0.1718,-294.668,0.214939,0,0,85.4535,103.712,0.5,58.4127
0.1719,-290.695,0.215132,0,0,85.5143,103.749,0.5,58.4
0.172,-286.309,0.215326,0,0,85.5859,103.787,0.5,58.3873
0.1721,-281.516,0.21552,0,0,85.668,103.824,0.5,58.3746
0.1722,-276.323,0.215714,0,0,85.7601,103.861,0.5,58.362
0.1723,-270.738,0.215909,0,0,85.8619,103.898,0.5,58.3495
0.1724,-264.767,0.216103,0,0,85.973,103.935,0.5,58.337
0.1725,-258.421,0.216299,0,0,86.0927,103.971,0.5,58.3245
0.1726,-251.707,0.216494,0,0,86.2208,104.008,0.5,58.3122
0.1727,-244.636,0.216691,0,0,86.3567,104.044,0.5,58.2998
0.1728,-237.216,0.216887,0,0,86.4999,104.08,0.5,58.2875
0.1729,-229.46,0.217085,0,0,86.65,104.116,0.5,58.2752
0.173,-221.378,0.217282,0,0,86.8062,104.152,0.5,58.263
0.1731,-212.981,0.217481,0,0,86.9683,104.188,0.5,58.2508
0.1732,-204.282,0.21768,0,0,87.1354,104.224,0.5,58.2386
0.1733,-195.292,0.217879,0,0,87.3073,104.259,0.5,58.2265
0.1734,-186.024,0.21808,0,0,87.4831,104.295,0.5,58.2144
0.1735,-176.493,0.218281,0,0,87.6624,104.33,0.5,58.2024
0.1736,-166.71,0.218483,0,0,87.8446,104.366,0.5,58.1903
0.1737,-156.691,0.218685,0,0,88.029,104.401,0.5,58.1783
0.1738,-146.449,0.218888,0,0,88.2151,104.436,0.5,58.1663
0.1739,-135.999,0.219092,0,0,88.4022,104.471,0.5,58.1544
0.174,-125.355,0.219296,0,0,88.5898,104.506,0.5,58.1424
0.1741,-114.533,0.219502,0,0,88.7772,104.541,0.5,58.1305
0.1742,-103.549,0.219707,0,0,88.9637,104.576,0.5,58.1185
0.1743,-92.4177,0.219914,0,0,89.1488,104.611,0.5,58.1066
0.1744,-81.1548,0.220121,0,0,89.3318,104.646,0.5,58.0947
0.1745,-69.7767,0.220329,0,0,89.5121,104.681,0.5,58.0828
0.1746,-58.2994,0.220538,0,0,89.6891,104.716,0.5,58.0709
0.1747,-46.7392,0.220747,0,0,89.8621,104.751,0.5,58.059
0.1748,-35.1127,0.220957,0,0,90.0305,104.786,0.5,58.047
0.1749,-23.4362,0.221168,0,0,90.1938,104.821,0.5,58.0351
0.175,-11.7264,0.221379,0,0,90.3512,104.856,0.5,58.0232
0.1751,2.71e-007,0.221591,0,0,90.5022,104.891,0.5,58.0112
0.1752,11.7264,0.221803,0,0,90.6461,104.926,0.5,57.9992
0.1753,23.4362,0.222016,0,0,90.7824,104.961,0.5,57.9872
0.1754,35.1127,0.222229,0,0,90.9105,104.997,0.5,57.9752
0.1755,46.7392,0.222442,0,0,91.0298,105.032,0.5,57.9632
0.1756,58.2994,0.222656,0,0,91.1397,105.067,0.5,57.9511
0.1757,69.7767,0.22287,0,0,91.2397,105.103,0.5,57.939
0.1758,81.1548,0.223084,0,0,91.3292,105.138,0.5,57.9268
0.1759,92.4177,0.223299,0,0,91.4077,105.174,0.5,57.9147
0.176,103.549,0.223514,0,0,91.4747,105.21,0.5,57.9025
0.1761,114.533,0.223728,0,0,91.5296,105.246,0.5,57.8902
0.1762,125.355,0.223943,0,0,91.572,105.282,0.5,57.8779
0.1763,135.999,0.224158,0,0,91.6014,105.318,0.5,57.8656
0.1764,146.449,0.224373,0,0,91.6173,105.354,0.5,57.8532
0.1765,156.691,0.224587,0,0,91.6192,105.39,0.5,57.8407
0.1766,166.71,0.224802,0,0,91.6069,105.427,0.5,57.8282
0.1767,176.493,0.225016,0,0,91.5798,105.464,0.5,57.8156
0.1768,186.024,0.225229,0,0,91.5375,105.501,0.5,57.803
0.1769,195.292,0.225442,0,0,91.4797,105.538,0.5,57.7903
0.177,204.282,0.225655,0,0,91.4061,105.575,0.5,57.7776
0.1771,212.981,0.225867,0,0,91.3162,105.613,0.5,57.7648
0.1772,221.378,0.226079,0,0,91.2099,105.65,0.5,57.7519
0.1773,229.46,0.22629,0,0,91.0868,105.688,0.5,57.7389
0.1774,237.216,0.226499,0,0,90.9466,105.726,0.5,57.7259
0.1775,244.636,0.226708,0,0,90.7891,105.764,0.5,57.7128
0.1776,251.707,0.226917,0,0,90.6141,105.803,0.5,57.6996
0.1777,258.421,0.227123,0,0,90.4214,105.842,0.5,57.6864
0.1778,264.767,0.227329,1,0,90.2109,105.88,0.5,57.6731
0.1779,270.738,0.227534,1,0,89.9822,105.92,0.5,57.6596
0.178,276.323,0.227737,1,0,89.7511,105.959,0.5,57.6463
0.1781,281.516,0.227939,1,0,89.5331,105.997,0.5,57.633
0.1782,286.309,0.228141,1,0,89.3283,106.036,0.5,57.6197
0.1783,290.695,0.228341,1,0,89.137,106.075,0.5,57.6065
0.1784,294.668,0.22854,1,0,88.9592,106.113,0.5,57.5934
0.1785,298.222,0.228738,1,0,88.795,106.151,0.5,57.5803
0.1786,301.352,0.228935,1,0,88.6445,106.189,0.5,57.5673
0.1787,304.054,0.229131,1,0,88.5076,106.227,0.5,57.5543
0.1788,306.325,0.229327,0,0,88.3844,106.265,0.5,57.5414
0.1789,308.159,0.229522,0,0,88.2749,106.302,0.5,57.5286
0.179,309.556,0.229716,0,0,88.179,106.339,0.5,57.5158
0.1791,310.513,0.22991,0,0,88.0967,106.376,0.5,57.5031
0.1792,311.029,0.230104,0,0,88.0278,106.413,0.5,57.4904
0.1793,311.102,0.230296,0,0,87.9723,106.45,0.5,57.4778
0.1794,310.734,0.230489,0,0,87.93,106.486,0.5,57.4653
0.1795,309.924,0.230681,0,0,87.9006,106.523,0.5,57.4528
0.1796,308.674,0.230873,0,0,87.8841,106.559,0.5,57.4404
0.1797,306.985,0.231065,0,0,87.8802,106.595,0.5,57.4281
0.1798,304.859,0.231257,0,0,87.8887,106.631,0.5,57.4158
0.1799,302.301,0.231449,0,0,87.9093,106.666,0.5,57.4035
0.18,299.313,0.23164,0,0,87.9417,106.702,0.5,57.3913
0.1801,295.899,0.231832,0,0,87.9857,106.737,0.5,57.3792
0.1802,292.065,0.232024,0,0,88.0408,106.772,0.5,57.3672
0.1803,287.816,0.232216,0,0,88.1068,106.807,0.5,57.3552
0.1804,283.159,0.232408,0,0,88.1832,106.842,0.5,57.3432
0.1805,278.098,0.2326,0,0,88.2697,106.877,0.5,57.3313
0.1806,272.643,0.232793,0,0,88.3659,106.911,0.5,57.3195
0.1807,266.8,0.232986,0,0,88.4713,106.945,0.5,57.3077
0.1808,260.578,0.233179,0,0,88.5855,106.98,0.5,57.2959
0.1809,253.985,0.233373,0,0,88.7081,107.014,0.5,57.2842
0.181,247.032,0.233567,0,0,88.8385,107.047,0.5,57.2725
0.1811,239.727,0.233761,0,0,88.9763,107.081,0.5,57.2609
0.1812,232.082,0.233957,0,0,89.121,107.115,0.5,57.2493
0.1813,224.108,0.234152,0,0,89.272,107.148,0.5,57.2378
0.1814,215.814,0.234349,0,0,89.4288,107.182,0.5,57.2263
0.1815,207.214,0.234545,0,0,89.5909,107.215,0.5,57.2149
0.1816,198.32,0.234743,0,0,89.7576,107.248,0.5,57.2034
0.1817,189.144,0.234941,0,0,89.9285,107.281,0.5,57.192
0.1818,179.698,0.23514,0,0,90.103,107.314,0.5,57.1807
0.1819,169.998,0.235339,0,0,90.2804,107.347,0.5,57.1693
0.182,160.056,0.235539,0,0,90.4601,107.38,0.5,57.158
0.1821,149.887,0.23574,0,0,90.6417,107.413,0.5,57.1467
0.1822,139.504,0.235941,0,0,90.8243,107.446,0.5,57.1355
0.1823,128.923,0.236143,0,0,91.0076,107.478,0.5,57.1242
0.1824,118.16,0.236346,0,0,91.1907,107.511,0.5,57.113
0.1825,107.228,0.23655,0,0,91.3731,107.544,0.5,57.1017
0.1826,96.1435,0.236754,0,0,91.5542,107.576,0.5,57.0905
0.1827,84.9227,0.236958,0,0,91.7333,107.609,0.5,57.0793
0.1828,73.5812,0.237164,0,0,91.9099,107.641,0.5,57.0681
0.1829,62.1352,0.23737,0,0,92.0832,107.674,0.5,57.0569
0.183,50.6008,0.237577,0,0,92.2527,107.706,0.5,57.0457
0.1831,38.9946,0.237784,0,0,92.4177,107.739,0.5,57.0344
0.1832,27.3329,0.237992,0,0,92.5777,107.771,0.5,57.0232
0.1833,15.6324,0.2382,0,0,92.7319,107.804,0.5,57.012
0.1834,3.90963,0.238409,0,0,92.8798,107.836,0.5,57.0007
0.1835,-7.81865,0.238619,0,0,93.0209,107.869,0.5,56.9894
0.1836,-19.5358,0.238829,0,0,93.1544,107.902,0.5,56.9781
0.1837,-31.2252,0.239039,0,0,93.2798,107.935,0.5,56.9668
0.1838,-42.8703,0.23925,0,0,93.3965,107.968,0.5,56.9555
0.1839,-54.4544,0.239461,0,0,93.5039,108,0.5,56.9441
0.184,-65.9611,0.239672,0,0,93.6015,108.033,0.5,56.9327
0.1841,-77.3741,0.239883,0,0,93.6888,108.067,0.5,56.9213
0.1842,-88.6772,0.240095,0,0,93.7652,108.1,0.5,56.9098
0.1843,-99.8542,0.240307,0,0,93.8301,108.133,0.5,56.8983
0.1844,-110.889,0.240519,0,0,93.883,108.167,0.5,56.8867
0.1845,-121.767,0.240731,0,0,93.9236,108.2,0.5,56.8751
0.1846,-132.471,0.240943,0,0,93.9512,108.234,0.5,56.8635
0.1847,-142.988,0.241154,0,0,93.9654,108.268,0.5,56.8518
0.1848,-153.301,0.241366,0,0,93.9657,108.302,0.5,56.84
0.1849,-163.396,0.241577,0,0,93.9518,108.336,0.5,56.8282
0.185,-173.259,0.241788,0,0,93.9233,108.37,0.5,56.8164
0.1851,-182.876,0.241999,0,0,93.8796,108.405,0.5,56.8044
0.1852,-192.233,0.242209,0,0,93.8205,108.439,0.5,56.7925
0.1853,-201.317,0.242419,0,0,93.7455,108.474,0.5,56.7804
0.1854,-210.114,0.242628,0,0,93.6544,108.509,0.5,56.7683
0.1855,-218.613,0.242836,0,0,93.5469,108.544,0.5,56.7561
0.1856,-226.802,0.243044,0,0,93.4226,108.58,0.5,56.7439
0.1857,-234.668,0.243251,0,0,93.2812,108.615,0.5,56.7315
0.1858,-242.201,0.243457,0,0,93.1226,108.651,0.5,56.7191
0.1859,-249.389,0.243661,0,0,92.9465,108.687,0.5,56.7066
0.186,-256.223,0.243865,0,0,92.7527,108.724,0.5,56.6941
0.1861,-262.693,0.244068,0,1,92.541,108.76,0.5,56.6814
0.1862,-268.798,0.244269,0,1,92.3265,108.797,0.5,56.6688
0.1863,-274.505,0.24447,0,1,92.1244,108.833,0.5,56.6562
0.1864,-279.829,0.244669,0,1,91.9348,108.869,0.5,56.6436
0.1865,-284.756,0.244867,0,1,91.758,108.905,0.5,56.6311
0.1866,-289.279,0.245064,0,1,91.5942,108.941,0.5,56.6186
0.1867,-293.39,0.24526,0,1,91.4433,108.977,0.5,56.6062
0.1868,-297.084,0.245455,0,1,91.3055,109.013,0.5,56.5939
0.1869,-300.356,0.24565,0,1,91.1809,109.048,0.5,56.5816
0.187,-303.202,0.245843,0,1,91.0695,109.083,0.5,56.5694
0.1871,-305.616,0.246036,0,0,90.9714,109.119,0.5,56.5572
0.1872,-307.596,0.246228,0,0,90.8865,109.153,0.5,56.5451
0.1873,-309.139,0.24642,0,0,90.8148,109.188,0.5,56.5331
0.1874,-310.243,0.246611,0,0,90.7562,109.223,0.5,56.5211
0.1875,-310.906,0.246802,0,0,90.7106,109.257,0.5,56.5092
0.1876,-311.127,0.246992,0,0,90.678,109.291,0.5,56.4974
0.1877,-310.906,0.247182,0,0,90.6582,109.325,0.5,56.4856
0.1878,-310.243,0.247372,0,0,90.651,109.359,0.5,56.4738
0.1879,-309.139,0.247561,0,0,90.6563,109.393,0.5,56.4621
0.188,-307.596,0.247751,0,0,90.6739,109.426,0.5,56.4505
0.1881,-305.616,0.24794,0,0,90.7034,109.459,0.5,56.439
0.1882,-303.202,0.248129,0,0,90.7448,109.492,0.5,56.4275
0.1883,-300.356,0.248318,0,0,90.7976,109.525,0.5,56.416
0.1884,-297.084,0.248507,0,0,90.8617,109.558,0.5,56.4047
0.1885,-293.39,0.248697,0,0,90.9366,109.591,0.5,56.3933
0.1886,-289.279,0.248886,0,0,91.0221,109.623,0.5,56.3821
0.1887,-284.756,0.249076,0,0,91.1178,109.655,0.5,56.3709
0.1888,-279.829,0.249266,0,0,91.2233,109.687,0.5,56.3597
0.1889,-274.505,0.249456,0,0,91.3381,109.719,0.5,56.3486
0.189,-268.79,0.249647,0,0,91.462,109.751,0.5,56.3375
0.1891,-262.693,0.249838,0,0,91.5944,109.783,0.5,56.3265
0.1892,-256.223,0.250029,0,0,91.735,109.814,0.5,56.3156
0.1893,-249.389,0.250221,0,0,91.8831,109.846,0.5,56.3047
0.1894,-242.201,0.250413,0,0,92.0385,109.877,0.5,56.2938
0.1895,-234.668,0.250606,0,0,92.2004,109.908,0.5,56.283
0.1896,-226.802,0.250799,0,0,92.3685,109.939,0.5,56.2722
0.1897,-218.613,0.250993,0,0,92.5422,109.97,0.5,56.2614
0.1898,-210.114,0.251188,0,0,92.721,110.001,0.5,56.2507
0.1899,-201.317,0.251383,0,0,92.9042,110.032,0.5,56.24
0.19,-192.233,0.251579,0,0,93.0915,110.062,0.5,56.2294
0.1901,-182.876,0.251776,0,0,93.2821,110.093,0.5,56.2188
0.1902,-173.259,0.251973,0,0,93.4755,110.123,0.5,56.2082
0.1903,-163.396,0.252171,0,0,93.6711,110.153,0.5,56.1976
0.1904,-153.301,0.252369,0,0,93.8683,110.184,0.5,56.1871
0.1905,-142.988,0.252568,0,0,94.0665,110.214,0.5,56.1765
0.1906,-132.471,0.252768,0,0,94.2651,110.244,0.5,56.166
0.1907,-121.767,0.252969,0,0,94.4634,110.274,0.5,56.1555
0.1908,-110.889,0.25317,0,0,94.6609,110.304,0.5,56.1451
0.1909,-99.8542,0.253373,0,0,94.857,110.334,0.5,56.1346
0.191,-88.6772,0.253575,0,0,95.0509,110.364,0.5,56.1241
0.1911,-77.3741,0.253779,0,0,95.2422,110.394,0.5,56.1137
0.1912,-65.9611,0.253983,0,0,95.4301,110.424,0.5,56.1032
0.1913,-54.4544,0.254187,0,0,95.614,110.454,0.5,56.0927
0.1914,-42.8703,0.254393,0,0,95.7933,110.484,0.5,56.0823
0.1915,-31.2252,0.254598,0,0,95.9675,110.514,0.5,56.0718
0.1916,-19.5358,0.254805,0,0,96.1358,110.544,0.5,56.0613
0.1917,-7.81865,0.255012,0,0,96.2977,110.575,0.5,56.0508
0.1918,3.90963,0.255219,0,0,96.4525,110.605,0.5,56.0403
0.1919,15.6324,0.255427,0,0,96.5998,110.635,0.5,56.0297
0.192,27.3329,0.255636,0,0,96.7388,110.665,0.5,56.0192
0.1921,38.9946,0.255844,0,0,96.8689,110.696,0.5,56.0086
0.1922,50.6008,0.256053,0,0,96.9898,110.726,0.5,55.998
0.1923,62.1352,0.256263,0,0,97.1006,110.757,0.5,55.9873
0.1924,73.5812,0.256472,0,0,97.201,110.787,0.5,55.9766
0.1925,84.9227,0.256682,0,0,97.2904,110.818,0.5,55.9659
0.1926,96.1435,0.256892,0,0,97.3682,110.849,0.5,55.9551
0.1927,107.228,0.257102,0,0,97.4339,110.88,0.5,55.9443
0.1928,118.16,0.257312,0,0,97.487,110.911,0.5,55.9335
0.1929,128.923,0.257522,0,0,97.5271,110.942,0.5,55.9226
0.193,139.504,0.257732,0,0,97.5537,110.973,0.5,55.9116
0.1931,149.887,0.257942,0,0,97.5662,111.005,0.5,55.9006
0.1932,160.056,0.258152,0,0,97.5644,111.036,0.5,55.8896
0.1933,169.998,0.258361,0,0,97.5477,111.068,0.5,55.8785
0.1934,179.698,0.25857,0,0,97.5159,111.1,0.5,55.8673
0.1935,189.144,0.258778,0,0,97.4684,111.132,0.5,55.8561
0.1936,198.32,0.258986,0,0,97.4049,111.165,0.5,55.8448
0.1937,207.214,0.259193,0,0,97.3251,111.197,0.5,55.8334
0.1938,215.814,0.2594,0,0,97.2287,111.23,0.5,55.8219
0.1939,224.108,0.259606,0,0,97.1154,111.263,0.5,55.8104
0.194,232.082,0.259811,0,0,96.9849,111.296,0.5,55.7988
0.1941,239.727,0.260016,0,0,96.8369,111.329,0.5,55.7872
0.1942,247.032,0.260219,0,0,96.6712,111.363,0.5,55.7754
0.1943,253.985,0.260421,0,0,96.4877,111.396,0.5,55.7636
0.1944,260.578,0.260622,1,0,96.286,111.43,0.5,55.7517
0.1945,266.798,0.260822,1,0,96.0812,111.465,0.5,55.7398
0.1946,272.643,0.261021,1,0,95.8884,111.498,0.5,55.7279
0.1947,278.098,0.261218,1,0,95.7078,111.532,0.5,55.7161
0.1948,283.159,0.261415,1,0,95.5395,111.566,0.5,55.7044
0.1949,287.816,0.26161,1,0,95.3837,111.599,0.5,55.6927
0.195,292.065,0.261805,1,0,95.2405,111.632,0.5,55.681
0.1951,295.899,0.261998,1,0,95.1101,111.665,0.5,55.6694
0.1952,299.313,0.262191,1,0,94.9925,111.698,0.5,55.6579
0.1953,302.301,0.262383,1,0,94.8878,111.731,0.5,55.6464
0.1954,304.859,0.262575,0,0,94.796,111.764,0.5,55.635
0.1955,306.985,0.262766,0,0,94.7171,111.796,0.5,55.6237
